@relation normspam
@attribute text string
@attribute @@class@@ {norm,,spam}
@data
'google üyelik bilgilendirme bu eposta google hesabınızı kullanarak sitemize üye olduğunuz için otomatik olarak gönderilmiştirgoogle hesabınızı kullanarak sitemize girişi yapabileceğiniz gibi aynı zamanda sizin için oluşturulan şifreyi kullanarak da giriş yapabilirsinizbu şifreyi kullanarak sisteme giriş yapabilir daha sonra şifrenizi isteğiniz doğrultusunda değiştirebilirsiniz',norm
'hepsiburada  merhaba nagihan simseksiparişinizdeki ürünlerden ve alışveriş deneyiminizden memnun kaldınız mı merak ediyoruzbu alışverişinizi göz önünde bulundurarakhepsiburadayı ailenize veya arkadaşlarınıza hangi oranda tavsiye edersiniz',norm
'merhaba masaleğlenceli bir deneyim için trt hesabını aktifleştirmek ister misin trt hesabı ile trt i̇zle trt dinle trt bil bakalım trt çocuk kitaplık ve yakında yep yeni trt uygulamalarına kolayca giriş yap kaldığın yerden devam et sevdiğin programları listene ekle farklı cihazlar arasında geçiş yap ve çok daha fazlasına hazır ol başlamak için aşağıdaki butona tıklaman yeterli hesabımı aktifleştir',norm
'paketiniz kargoya verildi  şubat salı günü belirttiğiniz adrese teslim edilecektirkargo takip numarası     si̇pari̇ş numarasi  toplam tutar tl tesli̇mat adresi̇ alakent mah atatürk i̇lkokulu anasınıfı fatura adresi̇ alakent mah atatürk i̇lkokulu anasınıfın',norm
'merhaba nagihan şimşek sitemizden vermiş ts nolu sipariş tarafınıza teslim edilmiştir bizi tercih ettiğiniz için teşekkür eder keyifli günler dileriz wwwbkmkitapcom keyifli alışverişler dileriz di̇kkatbu eposta otomatik oluşturulmuşturlütfen yanıt yazmayınız',norm
'merhaba ben neslihanöncelikle ilginiz için teşekkür ederim sağlıklı günler diliyorum  sizden ricam size özel en doğru cilt bakım rutinini oluşturabilmem için anket sorularını sıra numarası ile detaylı bir şekilde cevaplandırıp bana iletmeniz  ile  gün içerisinde size özel cilt bakım rutininizi iletmiş olacağımn n  n n  n n',norm
'merhaba   nagihan    hanım verdiğiniz bilgiler için çok teşekkür ederimsizin için günlük ve haftalık olarak bir cilt bakım rutini hazırladım sizden ricam düzenli şekilde rutinlerinize uymanız i̇stediğiniz cilt görünümüne bu şekilde daha kolay ulaşabilirsiniz kullanabi̇leceği̇ni̇z ürünleri̇mi̇zakne ve antioksidan sabundoğal lavanta suyulü bakım setisıkılaştırıcı c vitamin serumyeşim taşı face rolleranti spot leke kremiyeşil toz kil maskesiruşur  sefidab  taşı sıkılaştırıcı vücut losyon i̇pek kese saçlarınız için size özel bir formülasyon hazırlayabiliriz whatsapp ekip arkadaşlarımdan destek talep edebilirsinizwhatsapp hattımız    ',norm
'ödemen başarıyla alındıbkmkitapcom adlı iyzico üye iş yerinden   tarihinde iyzico aracılığıyla yapmış olduğun  try tutarındaki alışverişinin ödemesi başarıyla alındı',norm
'eğitim için canvaya başvurduğunuz için teşekkür ederizsağladığınız belgelerin uygunluk gereksinimlerimizi karşılamadığını üzülerek bildiriyoruz bu nedenle başvurunuz onaylanmadıbaşvurunuza devam etmek için lütfen öğretim yeterliliklerinizi ve bir okulda çalıştığınızı kanıtlayan bir belgeyle birlikte yeniden başvuru yapın ardından eğitim için canva hesabı edinmeye hak kazanıp aboneliğinize erişebilirsinizdaha fazla bilgi edinmek için lütfen eğitim için canva uygunluk yönergeleri sayfamızı inceleyingerekli belgeleri sağlayamıyorsanız endişelenmenize gerek yok siz de dünyanın dört bir yanındaki milyonlarca insan gibi canvayı ücretsiz olarak kullanmaya devam edebilirsinizteşekkürlercanva ekibi',norm
'örav webinarına davetlisinizöğretmen akademisi vakfı tarafından   ve   arasında gerçekleşecek antalya  demre i̇lçe milli eğitim müdürlüğü  i̇yi olma hali ve psikolojik dayanıklılık yılmazlık webinarı isimli oturuma davet edildiniz oturum bilgileri oturum i̇smittantalya  demre i̇lçe milli eğitim müdürlüğü  i̇yi olma hali ve psikolojik dayanıklılık yılmazlık webinarı açıklamattantalya  demre i̇lçe milli eğitim müdürlüğü işbirliği ile gerçekleştireceğimiz i̇yi olma hali ve psikolojik dayanıklılık yılmazlıkwebinarına bekliyoruz webinar örav kısmi zamanlı eğitimcisi ömüray akdemirin anlatımı ile gerçekleşecektirbaşlama tarihitt  bitiş tarihitt ',norm
'randevu bilgilendirme mesajı sayın çağri şi̇mşekrandevu bilgileriniz aşağıda yer almaktadırhastaneantalya kaş devlet hastanesi̇ polikliniküroloji hekim adıgökalp bi̇li̇ci̇ muayene yeriüroloji polikiliniği randevu zamanı   randevu türümuayene adresadres gökseki̇ mahallesi̇ antalya kalkan yolu üzeri̇ kaşantalya lütfen belirtilen zamanda muayene için hazır olunuz',norm
'i̇şte apple etkinliğinde duyurduğumuz her şeyin özetibu performansları kaçırmayınkarşınızda yepyeni mac studio ve studio display yeni ipad air yeni iphone se ve iki yeni yeşil renk seçeneğiyle iphone  ve iphone  proetkinliği izleyin yakında sizinlemac studio m max veya yepyeni m ultra çiple akılalmaz performans i̇nanılmaz kompakt tasarım geniş bağlantı seçeneklerifiyatları görüntüleyin daha fazla bilgi yakında sizinlestudio display göz alıcı  inç k retina ekranana sahne özellikli  mp ultra geniş kameraaltı hoparlör ve uzamsal sesfiyatları görüntüleyin daha fazla bilgi yakında sizinleipad air apple m çip ile şimdi süper güçleri varana sahne özellikli  mp ultra geniş ön kamerabeş büyüleyici renkfiyatları görüntüleyin daha fazla bilgi ön sipariş tarihi  mart satış tarihi  mart iphone se süper güçlü a bionic çip yıldızlara layık bir kamera farkıyla konuşturan bir pil ömrübu güce sahip olmak hiç güç değilfiyatları görüntüleyin daha fazla bilgi köknar yeşili renk seçeneği n için ön sipariş tarihi  mart satış tarihi  mart iphone  pro muhteşem pro kamera sistemi promotion teknolojisine sahipoled ekran dünyanın en hızlı akıllı telefon çipişimdi köknar yeşili renk seçeneğiylealışveriş yapın daha fazla bilgi yeşil renk seçeneği için ön sipariş tarihi  martsatış tarihi  mart iphone  bugüne kadar geliştirdiğimiz en iyi çift kamera sistemiişık hızında a bionic çip pil ömründe büyük bir gelişme şimdi yeşil renk seçeneğiyle',norm
'teknoloji ve i̇novasyon ve diğerleri H düşüncelerini paylaşıyorlar linkedi hüseyin şimşek ağınızda öne çıkanlar teknoloji ve i̇novasyontteknoloji ve i̇novasyon  followers kuruluşundan bugüne den fazla firma tarafından  binin üzerinde teknoloji yeteneğini değerlendirmek için daha fazla gör  ·  yorum daha fazla oku resmi görüntüle kariyernettkariyernet  followers i̇nsan kaynakları ve eğitim genel müdür yardımcımız caglayan karalar i̇ngevin  martta online daha fazla gör beğenme  daha fazla oku  followers  martta the game is on dijitalde ve oyun sektöründe kariyer yaratmak için buluşuyoruz covid daha fazla gör resmi görüntüle business network worldwidetbusiness network worldwide girişimcilik ekosistemimizin başkenti bugün ankaraydı her şeyde olduğu gibi en önemli şey elbette bilgi daha fazla gör daha fazla oku resmi görüntüle tübi̇takttübi̇tak öğrencilerimizle okullarında bilimveteknolojihaftası kapsamında buluşuyoruz haftayı bilim ve daha fazla gör daha fazla oku resmi görüntüle i̇stihdam ofisiti̇stihdam ofisi  followers yıllardır işe alım yapmaktayım son zamanlarda girdiğim mülakatlarda adayları ekstra gergin ve huzursuz daha fazla görn n',norm
'emre beyw slıms objektifi eklenmiştirbilgilerinize',norm
'emre beyerzurum bölge  mart ayı objektif planları ektedirbilgilerinizen n  ',norm
'kontrol sadece sizde sanal kartınızın limitini ve güvenlik kodunu güncelleyebilirsiniz deniz bonus sanal kart kampanyası denizbonus sanal kart kampanyası denizbonus sanal kart kampanyası',norm
'github başlatma kodunuz github i̇şte github başlatma kodunuz @huseyinsimsek aşağıdaki kodu girerek githuba kaydolmaya devam edin githubı açın tamamlandığında projeleri keşfetmek oluşturmak ve paylaşmak için githubın tüm özelliklerini kullanmaya başlayabilirsiniz',norm
'siparişiniz teslim edilmiştir görüşlerinizi bekliyoruz sayın hüseyin şimşek numaralı siparişiniz hüseyi̇n şi̇mşek isimli alıcıya  tarihinde teslim edilmiştir siparişiniz ön bilgilendirme formu ve mesafeli satış sözleşmesinde de belirtildiği üzere alıcının adreste bulunmaması durumunda danışmamuhaberat gibi  kişilere teslim edilmiş olabilir bizi tercih ettiğiniz için teşekkür ederiz satın aldığınız ürünü butona tıklayarak değerlendirmeye başlayabilirsinizbizi değerlendirn',norm
'yeni bir rekora ulaştınız googleda  yorumkitapseç yayıncılık elektronik nakve san ltd şti şubatta kitap aldım  gün geçmesine rağmen hala tedarik aşamasında gözüküyoren faydalı yorumunuztmerhaba hüseyin yorum yazdığınız için teşekkürleryorumlarınız google haritalara değerli bir katkı sağlıyor ve diğer kullanıcıların yapılmaya değer şeyleri ve görülmeye değer yerleri keşfetmesine yardımcı oluyor',norm
'ciceksepeticom fatura bilgilendirme değerli müşterimizuzayspor adlı satıcımız aracılığıyla temin edilen siparişinize ait earşiv faturanızı ekte görüntüleyebilirsinizbizi tercih ettiğiniz için teşekkür ederizek i̇çin tıklayınız',norm
'oneplus  cihazınızda googlea hoş geldiniz oneplus  cihazınızın kurulumunu tamamlamak için son adımları uygulayın ve bu resmi google uygulamalarını deneyin',norm
'kahoota davetlisiniz edu buluşması bahar baskısı hikayelerinizi paylaşın öğretmenlerle bağlantı kurun ve harikaları güçlendirin öğreneceğiniz ücretsiz bir sanal pd etkinliği için bize katılın dünyanın dört bir yanındaki öğretmenler öğrencileriyle nasıl etkileşime giriyor kahootu kullanmak için en iyi uygulamalar her yaş seviyesinde kahoottan güncellemeler okulda ve kahoot akademi ve tabii ki bol bol kahoot oynayın  mart perşembe    pdt müthiş yağma kazanma şansı için erken kayıt olun şimdi üye ol katılamıyor musunuz etkinliğin kaydını ve ana paket servislerin bir özetini almak için kaydolun',norm
'merhaba sizi fusion  educator foruma davet ediyoruz  diğer eğitimcilerle ipuçları başarı öyküleri ve ders planları ve veri kümeleri gibi sınıf kaynaklarını paylaşmak üzere bağlantı kurabileceğiniz yeni bir yer öğrencilere tasarım mühendislik ve üretimde gelecekteki işler için nasıl ilham verileceği ve hazırlanacağı konusunda yeni fikirler mi arıyorsunuz arkadaşlarınıza ne yaptıklarını sorun gelin tartışmaya katılınn',norm
'değerli yatırımcılarımızaraştırma müdür yardımcımız kudret ayyildir şimdi youtube canlı yayını ile tarım dışı i̇stihdamın fiyatlamalar üzerindeki olası etkileri ni değerlendiriyorcanlı yayına aşağıdaki linki tıklayarak hemen katılabilirsiniz i̇lginiz için teşekkürler saygılarımızla',norm
'merhaba sporsever mart dünya tenis günü kapsamında minik sporseverlerimiz için ücretsiz tenis dersine katılmak ister misin  derslerimiz  mart pazartesi günü decathlon levent ataşehir ve muratpaşa mağazalarımızda saat  arasında gerçekleşecek kayıt olmak veya detaylı bilgi almak için mağazalarımızı ziyaret edebilir danışmadan bilgi alabilirsinsporla kal',norm
'seviye atla süper ev sahibi uzakta olduğunuzdan beri çok şey oldu  kahoottan yani yeni özellikler ve güncellemelerle sınıf işbirliği ve etkileşimli öğrenme daha da harika hale geldi her yerden süper başarının kilidini açın  sorular ve cevaplar için tek ekran  öğrencilerin oyun boyunca yolda kalmalarına yardımcı olur ve tamamen yeni bir takım modu  yüz yüze ve sanal öğrenme için işbirliğini artırır güncellenmiş dil desteğinden de bahsettik mi kahoot şimdi  farklı dilde mevcut ve güçlü oyun artık yeni ve geliştirilmiş sesli gömülü soru türleriyle yüksek sesle okuma özelliklerini içeriyor  çok daha fazla harika ürün var ve şimdi de indirimli fiyatla ',norm
'favori i̇lanınızın fiyatı düştü merhaba hüseyin şimsekfavorilerinize eklediğiniz sahi̇bi̇nden  kizilarikta ara kat başlıklı ilanın fiyatı düştü',norm
'sayın h şnolu kartınıza ait mart  ayı ekstresine ekli pdf dosyasından ulaşabilirsiniz dönem borcunuz ve son ödeme tarihiniz aşağıda belirtilmektedirtl tutar usd tutar dönem borcu asgari ödeme tutarı son ödeme tarihi  saygılarımızla pdf biçiminde gönderilen kredi kartı ekstrelerinin görüntülenebilmesi için adobe reader yazılımının kullanılması gerekmektedir',norm
'şubat  tlcard hesap özeti hesap özetisayın hüseyi̇n şi̇mşek numaralı tlcardınıza ait hesap özetinizi ekli dosyada bulabilirsiniz toplam dönem alışveriş tutarıt tlttoplam dönem nakit çekim tutarıt tlteposta iletişimlerinde yurt dışı servis sağlayıcılarının da kullanılması nedeniyle finansal bilgiler yurt dışına çıkmakta ve bilgilerin güvenliği açısından risk teşkil edebilmektedir bu nedenle bankacılık ürün ve hizmetlerine ilişkin finansal bilgilerinizi eposta ile almak yerine bankamızın world mobil yapı kredi mobil veya i̇nternet şubesinden kolay ve güvenli bir şekilde ulaşmanızı tavsiye ederiztlcard hesap özetiniz ile ilgili iletişim tercihlerinizi yapı kredi mobil veya i̇nternet şubesindeki mesajlar menüsünde bulunan eposta ayarı adımını takip ederek belirleyebilirsiniz  hesap özeti açıklamalarını görmek için tıklayınızn',norm
'mobil efatura son ödeme tarihi  türk telekom bilgilendirme servisi  sayin hüseyi̇n şi̇mşekttürk telekom nolu hattinizin ödeme bilgileri asagidadirttürk telekom ad soyadthüseyi̇n şi̇mşekt fatura id son ödeme tarihittödenecek tutart tlthemen ödetttalimat verttefaturami görüntüle türk telekom türk telekomttürk telekomttürk telekomttürk telekom türk telekomtefatura sorgulam',norm
'meb  hizmetiçi eğitim faaliyeti katılım bilgilendirmesi  sn hüseyi̇n şi̇mşek   tarihleri arasında i̇stanbul ataşehir zübeyde hanım hizmetiçi eğitim enstitüsü ve akşam sanat okulu  ataşehi̇r  i̇stanbul adresinde yapılacak olan     uzaktan eğitim süreçlerinde öğretim becerilerinin geliştirilmesi eğitici eğitimi kursu isimli hizmetiçi eğitim faaliyetine kursiyer olarak alındınızfaaliyete katılımınız hususunda gereğini bilgilerinize rica ederiz öğretmen yetiştirme ve geliştirme genel müdürlüğü not değerli öğretmenimiz  kasım  tarihlerinde ataşehiri̇stanbul zübeyde hanım hizmetiçi eğitim enstitüsünde düzenlenecek olan öğretmenlerin uzaktan eğitim süreçlerinde öğretim becerilerinin geliştirilmesi eğitici eğitimi kursuna görevlendirildiniz eğitime windows dizüstü bilgisayar  bit getirmeniz gerekmektedir eğitime gelmeden önce bilgisayarınıza httpmebaikcnpag adresindeki tüm dosyaları indirerek geliniz ulaşımınızı n karayolu havayolu denizyolu veya demiryolu ile yapabilirsiniz eğitim son gün da bitecektir i̇yi çalışmalarn',norm
'meb  eposta adresi doğrulama postası o  sal  ckxtucy referans ile üretilen eposta adresi doğrulama kodunuz  ',norm
'merhaba hüseyin bey sistemi güncelledim transkriptinize yönetim bilişim sistemleri dersi yıl sonu başarı notu yansıdı sabisten görebilirsinizi̇yi günlern',norm
'merhaba hüseyin bey  ocak  tarihlerinde yapılacak final sınavları  cumartesi  oturum saat  arası cumartesi  oturum saat  arası pazar  oturum saat  arası pazar  oturum saat  arasında yapılacaktıryani herhangi bir oturumda bir öğrenci en fazla  dersten final sınavına katılabilir bu sebeple derslerin çakışması mümkün değildir yani aynı gün ve aynı oturumda aldığınız  dersin sorusu size verilecek ve size tanınan süre içinde cevaplandıracaksınızi̇yi günler n',norm
'meb  eposta adresi doğrulama postası o ckxtucy referans ile üretilen eposta adresi doğrulama kodunuz  ',norm
'meb  eposta adresi doğrulama postası o rnhpque referans ile üretilen eposta adresi doğrulama kodunuz  ',norm
'resmi̇ yazi tebli̇ğ demre ai̇hl   pzt  tüm öğretmenleri̇mi̇zi̇n bi̇lgi̇si̇ne',norm
